"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","61 µg/m³","9h","Bona","45 µg/m³","10h","Bona","26 µg/m³","03/08/2018 10:00",1533283502
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 10:00",1533283502
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","89 µg/m³","10h","Regular","41 µg/m³","03/08/2018 10:00",1533283502
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"9h","Regular","117 µg/m³","9h","Bona","8 µg/m³",NA,NA,NA,"03/08/2018 10:00",1533283502
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Regular","107 µg/m³",NA,NA,NA,"03/08/2018 11:00",1533287103
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"10h","Bona","4 µg/m³","10h","Regular","169 µg/m³","10h","Regular","39 µg/m³","03/08/2018 11:00",1533287103
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"10h","Bona","21 µg/m³","10h","Regular","131 µg/m³","10h","Regular","39 µg/m³","03/08/2018 11:00",1533287103
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"10h","Bona","14 µg/m³","10h","Regular","108 µg/m³",NA,NA,NA,"03/08/2018 11:00",1533287103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","79 µg/m³","10h","Bona","27 µg/m³","10h","Bona","27 µg/m³","03/08/2018 11:00",1533287103
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 11:00",1533287103
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","77 µg/m³","10h","Regular","43 µg/m³","03/08/2018 11:00",1533287103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","101 µg/m³","10h","Bona","35 µg/m³",NA,NA,NA,"03/08/2018 11:00",1533287103
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Regular","107 µg/m³",NA,NA,NA,"03/08/2018 12:00",1533290702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"11h","Bona","21 µg/m³","11h","Regular","143 µg/m³","12h","Regular","38 µg/m³","03/08/2018 12:00",1533290702
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"11h","Bona","41 µg/m³","11h","Regular","129 µg/m³","12h","Bona","36 µg/m³","03/08/2018 12:00",1533290702
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"11h","Bona","23 µg/m³","11h","Regular","131 µg/m³",NA,NA,NA,"03/08/2018 12:00",1533290702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","100 µg/m³","11h","Bona","30 µg/m³","12h","Bona","27 µg/m³","03/08/2018 12:00",1533290702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 12:00",1533290702
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","89 µg/m³","12h","Regular","42 µg/m³","03/08/2018 12:00",1533290702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","111 µg/m³","11h","Bona","38 µg/m³",NA,NA,NA,"03/08/2018 12:00",1533290702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","46 µg/m³",NA,NA,NA,"03/08/2018 13:00",1533294303
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"12h","Bona","30 µg/m³","12h","Regular","150 µg/m³","13h","Regular","38 µg/m³","03/08/2018 13:00",1533294303
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"12h","Bona","56 µg/m³","12h","Regular","122 µg/m³","13h","Bona","35 µg/m³","03/08/2018 13:00",1533294303
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"12h","Bona","61 µg/m³","12h","Regular","107 µg/m³",NA,NA,NA,"03/08/2018 13:00",1533294303
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"12h","Regular","123 µg/m³","12h","Bona","21 µg/m³","13h","Bona","26 µg/m³","03/08/2018 13:00",1533294303
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 13:00",1533294303
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Regular","98 µg/m³","13h","Regular","42 µg/m³","03/08/2018 13:00",1533294303
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"12h","Regular","114 µg/m³","12h","Bona","41 µg/m³",NA,NA,NA,"03/08/2018 13:00",1533294303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","35 µg/m³",NA,NA,NA,"03/08/2018 14:00",1533297903
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"13h","Bona","64 µg/m³","13h","Regular","112 µg/m³","14h","Regular","38 µg/m³","03/08/2018 14:00",1533297903
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"12h","Bona","56 µg/m³","12h","Regular","122 µg/m³","13h","Bona","35 µg/m³","03/08/2018 14:00",1533297903
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"13h","Bona","53 µg/m³","13h","Regular","95 µg/m³",NA,NA,NA,"03/08/2018 14:00",1533297903
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"13h","Regular","115 µg/m³","13h","Bona","32 µg/m³","13h","Bona","26 µg/m³","03/08/2018 14:00",1533297903
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 14:00",1533297903
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","84 µg/m³","13h","Regular","42 µg/m³","03/08/2018 14:00",1533297903
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"13h","Regular","133 µg/m³","13h","Bona","27 µg/m³",NA,NA,NA,"03/08/2018 14:00",1533297903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","25 µg/m³",NA,NA,NA,"03/08/2018 15:00",1533301503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"14h","Bona","68 µg/m³","14h","Regular","100 µg/m³","15h","Regular","38 µg/m³","03/08/2018 15:00",1533301503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","--","--","13h","--","--","15h","Bona","35 µg/m³","03/08/2018 15:00",1533301503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"14h","Bona","101 µg/m³","14h","Bona","39 µg/m³",NA,NA,NA,"03/08/2018 15:00",1533301503
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"14h","Regular","112 µg/m³","14h","Bona","30 µg/m³","15h","Bona","25 µg/m³","03/08/2018 15:00",1533301503
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 15:00",1533301503
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","34 µg/m³","15h","Regular","42 µg/m³","03/08/2018 15:00",1533301503
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"14h","Regular","139 µg/m³","14h","Bona","24 µg/m³",NA,NA,NA,"03/08/2018 15:00",1533301503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","17 µg/m³",NA,NA,NA,"03/08/2018 16:00",1533305102
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"15h","Bona","65 µg/m³","15h","Regular","94 µg/m³","16h","Regular","38 µg/m³","03/08/2018 16:00",1533305102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","--","--","14h","--","--","16h","Bona","35 µg/m³","03/08/2018 16:00",1533305102
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"15h","Regular","114 µg/m³","15h","Bona","25 µg/m³",NA,NA,NA,"03/08/2018 16:00",1533305102
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"15h","Regular","127 µg/m³","15h","Bona","16 µg/m³","16h","Bona","25 µg/m³","03/08/2018 16:00",1533305102
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 16:00",1533305102
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","28 µg/m³","16h","Regular","42 µg/m³","03/08/2018 16:00",1533305102
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"15h","Regular","116 µg/m³","15h","Bona","35 µg/m³",NA,NA,NA,"03/08/2018 16:00",1533305102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","20 µg/m³",NA,NA,NA,"03/08/2018 17:00",1533308702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"16h","Bona","66 µg/m³","16h","Regular","95 µg/m³","17h","Regular","38 µg/m³","03/08/2018 17:00",1533308702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","--","--","15h","--","--","17h","Bona","33 µg/m³","03/08/2018 17:00",1533308702
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"16h","Regular","115 µg/m³","16h","Bona","24 µg/m³",NA,NA,NA,"03/08/2018 17:00",1533308702
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"16h","Regular","123 µg/m³","16h","Bona","18 µg/m³","16h","Bona","25 µg/m³","03/08/2018 17:00",1533308702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 17:00",1533308702
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","23 µg/m³","16h","Regular","41 µg/m³","03/08/2018 17:00",1533308702
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"16h","Regular","120 µg/m³","16h","Bona","35 µg/m³",NA,NA,NA,"03/08/2018 17:00",1533308702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","25 µg/m³",NA,NA,NA,"03/08/2018 18:00",1533312303
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"17h","Bona","67 µg/m³","17h","Regular","99 µg/m³","18h","Bona","36 µg/m³","03/08/2018 18:00",1533312303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","--","--","16h","--","--","18h","Bona","33 µg/m³","03/08/2018 18:00",1533312303
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"17h","Regular","118 µg/m³","17h","Bona","20 µg/m³",NA,NA,NA,"03/08/2018 18:00",1533312303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"17h","Bona","96 µg/m³","17h","Bona","45 µg/m³","18h","Bona","25 µg/m³","03/08/2018 18:00",1533312303
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 18:00",1533312303
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","23 µg/m³","18h","Regular","41 µg/m³","03/08/2018 18:00",1533312303
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"17h","Regular","135 µg/m³","17h","Bona","22 µg/m³",NA,NA,NA,"03/08/2018 18:00",1533312303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"18h","Bona","30 µg/m³",NA,NA,NA,"03/08/2018 19:00",1533315903
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"18h","Bona","37 µg/m³","18h","Regular","116 µg/m³","19h","Bona","36 µg/m³","03/08/2018 19:00",1533315903
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"18h","Bona","58 µg/m³","18h","Regular","102 µg/m³","19h","Bona","33 µg/m³","03/08/2018 19:00",1533315903
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"18h","Regular","118 µg/m³","18h","Bona","20 µg/m³",NA,NA,NA,"03/08/2018 19:00",1533315903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"18h","Bona","105 µg/m³","18h","Bona","38 µg/m³","19h","Bona","25 µg/m³","03/08/2018 19:00",1533315903
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 19:00",1533315903
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","23 µg/m³","19h","Regular","41 µg/m³","03/08/2018 19:00",1533315903
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"18h","Regular","125 µg/m³","18h","Bona","29 µg/m³",NA,NA,NA,"03/08/2018 19:00",1533315903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"19h","Bona","35 µg/m³",NA,NA,NA,"03/08/2018 20:00",1533319503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"19h","Bona","23 µg/m³","19h","Regular","138 µg/m³","20h","Bona","36 µg/m³","03/08/2018 20:00",1533319503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","Bona","70 µg/m³","19h","Bona","86 µg/m³","19h","Bona","33 µg/m³","03/08/2018 20:00",1533319503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"19h","Bona","108 µg/m³","19h","Bona","18 µg/m³",NA,NA,NA,"03/08/2018 20:00",1533319503
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"19h","Regular","112 µg/m³","19h","Bona","32 µg/m³","19h","Bona","25 µg/m³","03/08/2018 20:00",1533319503
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 20:00",1533319503
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","23 µg/m³","19h","Regular","41 µg/m³","03/08/2018 20:00",1533319503
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"19h","Bona","77 µg/m³","19h","Bona","73 µg/m³",NA,NA,NA,"03/08/2018 20:00",1533319503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"20h","Bona","56 µg/m³",NA,NA,NA,"03/08/2018 21:00",1533323103
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"19h","Bona","23 µg/m³","19h","Regular","138 µg/m³","21h","Bona","35 µg/m³","03/08/2018 21:00",1533323103
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"20h","Bona","38 µg/m³","20h","Regular","126 µg/m³","21h","Bona","33 µg/m³","03/08/2018 21:00",1533323103
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"20h","Regular","130 µg/m³","20h","Bona","13 µg/m³",NA,NA,NA,"03/08/2018 21:00",1533323103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","85 µg/m³","20h","Bona","56 µg/m³","21h","Bona","25 µg/m³","03/08/2018 21:00",1533323103
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 21:00",1533323103
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"19h","--","--","21h","Regular","39 µg/m³","03/08/2018 21:00",1533323103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","73 µg/m³","20h","Bona","78 µg/m³",NA,NA,NA,"03/08/2018 21:00",1533323103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","63 µg/m³",NA,NA,NA,"03/08/2018 22:00",1533326703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"20h","--","--","20h","--","--","22h","Bona","35 µg/m³","03/08/2018 22:00",1533326703
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"21h","Bona","32 µg/m³","21h","Regular","132 µg/m³","22h","Bona","33 µg/m³","03/08/2018 22:00",1533326703
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"21h","Regular","131 µg/m³","21h","Bona","13 µg/m³",NA,NA,NA,"03/08/2018 22:00",1533326703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"21h","Bona","64 µg/m³","21h","Bona","82 µg/m³","22h","Bona","25 µg/m³","03/08/2018 22:00",1533326703
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 22:00",1533326703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","31 µg/m³","22h","Bona","36 µg/m³","03/08/2018 22:00",1533326703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","107 µg/m³","21h","Bona","41 µg/m³",NA,NA,NA,"03/08/2018 22:00",1533326703
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 23:00",1533330302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Bona","35 µg/m³","03/08/2018 23:00",1533330302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"23h","Bona","34 µg/m³","03/08/2018 23:00",1533330302
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 23:00",1533330302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"23h","Bona","25 µg/m³","03/08/2018 23:00",1533330302
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 23:00",1533330302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"22h","Bona","39 µg/m³","22h","Bona","36 µg/m³","03/08/2018 23:00",1533330302
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/08/2018 23:00",1533330302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","39 µg/m³",NA,NA,NA,"04/08/2018 0:00",1533333903
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"0h","Bona","23 µg/m³","0h","Regular","138 µg/m³","0h","Bona","36 µg/m³","04/08/2018 0:00",1533333903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","Bona","63 µg/m³","0h","Bona","71 µg/m³","0h","Bona","34 µg/m³","04/08/2018 0:00",1533333903
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"0h","Bona","30 µg/m³","0h","Regular","111 µg/m³",NA,NA,NA,"04/08/2018 0:00",1533333903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","76 µg/m³","0h","Bona","47 µg/m³","0h","Bona","26 µg/m³","04/08/2018 0:00",1533333903
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/08/2018 0:00",1533333903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","54 µg/m³","0h","Bona","35 µg/m³","04/08/2018 0:00",1533333903
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"0h","Regular","138 µg/m³","0h","Bona","6 µg/m³",NA,NA,NA,"04/08/2018 0:00",1533333903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","32 µg/m³",NA,NA,NA,"04/08/2018 1:00",1533337503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"0h","Bona","69 µg/m³","0h","Bona","42 µg/m³","1h","Regular","37 µg/m³","04/08/2018 1:00",1533337503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","Bona","63 µg/m³","0h","Bona","62 µg/m³","1h","Bona","35 µg/m³","04/08/2018 1:00",1533337503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","65 µg/m³","0h","Bona","52 µg/m³",NA,NA,NA,"04/08/2018 1:00",1533337503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","69 µg/m³","0h","Bona","46 µg/m³","1h","Bona","26 µg/m³","04/08/2018 1:00",1533337503
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/08/2018 1:00",1533337503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","90 µg/m³","1h","Bona","36 µg/m³","04/08/2018 1:00",1533337503
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"0h","Regular","129 µg/m³","0h","Bona","7 µg/m³",NA,NA,NA,"04/08/2018 1:00",1533337503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Bona","36 µg/m³",NA,NA,NA,"04/08/2018 2:00",1533341102
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"1h","Bona","53 µg/m³","1h","Bona","53 µg/m³","2h","Regular","38 µg/m³","04/08/2018 2:00",1533341102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","Bona","48 µg/m³","1h","Bona","73 µg/m³","2h","Bona","35 µg/m³","04/08/2018 2:00",1533341102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","40 µg/m³","1h","Bona","59 µg/m³",NA,NA,NA,"04/08/2018 2:00",1533341102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","81 µg/m³","1h","Bona","27 µg/m³","2h","Bona","26 µg/m³","04/08/2018 2:00",1533341102
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/08/2018 2:00",1533341102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","89 µg/m³","1h","Bona","36 µg/m³","04/08/2018 2:00",1533341102
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"0h","Regular","129 µg/m³","0h","Bona","7 µg/m³",NA,NA,NA,"04/08/2018 2:00",1533341102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","25 µg/m³",NA,NA,NA,"04/08/2018 3:00",1533344703
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"2h","Bona","66 µg/m³","2h","Bona","37 µg/m³","3h","Regular","38 µg/m³","04/08/2018 3:00",1533344703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","67 µg/m³","2h","Bona","45 µg/m³","3h","Bona","35 µg/m³","04/08/2018 3:00",1533344703
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"2h","Bona","3 µg/m³","2h","Regular","114 µg/m³",NA,NA,NA,"04/08/2018 3:00",1533344703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","82 µg/m³","2h","Bona","23 µg/m³","3h","Bona","26 µg/m³","04/08/2018 3:00",1533344703
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/08/2018 3:00",1533344703
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","42 µg/m³","3h","Regular","37 µg/m³","04/08/2018 3:00",1533344703
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"2h","Regular","126 µg/m³","2h","Bona","2 µg/m³",NA,NA,NA,"04/08/2018 3:00",1533344703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","22 µg/m³",NA,NA,NA,"04/08/2018 4:00",1533348303
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"3h","Bona","69 µg/m³","3h","Bona","28 µg/m³","3h","Regular","38 µg/m³","04/08/2018 4:00",1533348303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","47 µg/m³","3h","Bona","70 µg/m³","4h","Bona","34 µg/m³","04/08/2018 4:00",1533348303
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"3h","Bona","1 µg/m³","3h","Regular","108 µg/m³",NA,NA,NA,"04/08/2018 4:00",1533348303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","87 µg/m³","3h","Bona","18 µg/m³","4h","Bona","26 µg/m³","04/08/2018 4:00",1533348303
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/08/2018 4:00",1533348303
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","25 µg/m³","4h","Regular","37 µg/m³","04/08/2018 4:00",1533348303
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"3h","Regular","124 µg/m³","3h","Bona","2 µg/m³",NA,NA,NA,"04/08/2018 4:00",1533348303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","19 µg/m³",NA,NA,NA,"04/08/2018 5:00",1533351902
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"4h","Bona","64 µg/m³","4h","Bona","28 µg/m³","5h","Regular","39 µg/m³","04/08/2018 5:00",1533351902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","76 µg/m³","4h","Bona","43 µg/m³","5h","Bona","34 µg/m³","04/08/2018 5:00",1533351902
