"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","20 µg/m³","6h","Bona","50 µg/m³",NA,NA,NA,"07/09/2018 7:00",1536296703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","23 µg/m³","6h","Bona","33 µg/m³",NA,NA,NA,"07/09/2018 7:00",1536296703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","29 µg/m³","6h","Bona","32 µg/m³","6h","Bona","15 µg/m³","07/09/2018 7:00",1536296703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","25 µg/m³","6h","Bona","15 µg/m³","6h","Bona","16 µg/m³","07/09/2018 7:00",1536296703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","42 µg/m³","6h","Bona","9 µg/m³","07/09/2018 7:00",1536296703
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 7:00",1536296703
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","--","--",NA,NA,NA,"07/09/2018 8:00",1536300303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","24 µg/m³","7h","Bona","44 µg/m³","8h","Bona","22 µg/m³","07/09/2018 8:00",1536300303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","24 µg/m³","7h","Bona","56 µg/m³",NA,NA,NA,"07/09/2018 8:00",1536300303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","20 µg/m³","7h","Bona","39 µg/m³",NA,NA,NA,"07/09/2018 8:00",1536300303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","44 µg/m³","7h","Bona","36 µg/m³","8h","Bona","15 µg/m³","07/09/2018 8:00",1536300303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","17 µg/m³","7h","Bona","29 µg/m³","8h","Bona","16 µg/m³","07/09/2018 8:00",1536300303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","51 µg/m³","8h","Bona","9 µg/m³","07/09/2018 8:00",1536300303
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 8:00",1536300303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","58 µg/m³",NA,NA,NA,"07/09/2018 9:00",1536303903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","11 µg/m³","8h","Bona","66 µg/m³","9h","Bona","21 µg/m³","07/09/2018 9:00",1536303903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","14 µg/m³","8h","Bona","79 µg/m³",NA,NA,NA,"07/09/2018 9:00",1536303903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","7 µg/m³","8h","Bona","55 µg/m³",NA,NA,NA,"07/09/2018 9:00",1536303903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","33 µg/m³","8h","Bona","53 µg/m³","9h","Bona","15 µg/m³","07/09/2018 9:00",1536303903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","17 µg/m³","8h","Bona","39 µg/m³","9h","Bona","15 µg/m³","07/09/2018 9:00",1536303903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","56 µg/m³","9h","Bona","9 µg/m³","07/09/2018 9:00",1536303903
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 9:00",1536303903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","64 µg/m³",NA,NA,NA,"07/09/2018 10:00",1536307503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","11 µg/m³","8h","Bona","66 µg/m³","10h","Bona","20 µg/m³","07/09/2018 10:00",1536307503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","23 µg/m³","9h","Bona","75 µg/m³",NA,NA,NA,"07/09/2018 10:00",1536307503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","6 µg/m³","9h","Bona","72 µg/m³",NA,NA,NA,"07/09/2018 10:00",1536307503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","23 µg/m³","9h","Bona","62 µg/m³","10h","Bona","15 µg/m³","07/09/2018 10:00",1536307503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"9h","Bona","15 µg/m³","9h","Bona","46 µg/m³","9h","Bona","16 µg/m³","07/09/2018 10:00",1536307503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","58 µg/m³","9h","Bona","9 µg/m³","07/09/2018 10:00",1536307503
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 10:00",1536307503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","36 µg/m³",NA,NA,NA,"07/09/2018 11:00",1536311103
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"10h","Bona","41 µg/m³","10h","Bona","47 µg/m³","11h","Bona","20 µg/m³","07/09/2018 11:00",1536311103
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","39 µg/m³","10h","Bona","59 µg/m³",NA,NA,NA,"07/09/2018 11:00",1536311103
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","38 µg/m³","10h","Bona","45 µg/m³",NA,NA,NA,"07/09/2018 11:00",1536311103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","65 µg/m³","10h","Bona","18 µg/m³","11h","Bona","15 µg/m³","07/09/2018 11:00",1536311103
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"10h","Bona","29 µg/m³","10h","Bona","38 µg/m³","11h","Bona","16 µg/m³","07/09/2018 11:00",1536311103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","50 µg/m³","11h","Bona","9 µg/m³","07/09/2018 11:00",1536311103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","95 µg/m³","10h","Bona","1 µg/m³",NA,NA,NA,"07/09/2018 11:00",1536311103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","Bona","27 µg/m³",NA,NA,NA,"07/09/2018 12:00",1536314702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"11h","Bona","42 µg/m³","11h","Bona","45 µg/m³","12h","Bona","20 µg/m³","07/09/2018 12:00",1536314702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","57 µg/m³","11h","Bona","43 µg/m³",NA,NA,NA,"07/09/2018 12:00",1536314702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","52 µg/m³","11h","Bona","32 µg/m³",NA,NA,NA,"07/09/2018 12:00",1536314702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","66 µg/m³","11h","Bona","14 µg/m³","12h","Bona","15 µg/m³","07/09/2018 12:00",1536314702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"11h","Bona","50 µg/m³","11h","Bona","27 µg/m³","12h","Bona","16 µg/m³","07/09/2018 12:00",1536314702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","38 µg/m³","12h","Bona","9 µg/m³","07/09/2018 12:00",1536314702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","83 µg/m³","11h","Bona","2 µg/m³",NA,NA,NA,"07/09/2018 12:00",1536314702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","18 µg/m³",NA,NA,NA,"07/09/2018 13:00",1536318303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","43 µg/m³","12h","Bona","66 µg/m³","13h","Bona","20 µg/m³","07/09/2018 13:00",1536318303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"12h","Bona","56 µg/m³","12h","Bona","58 µg/m³",NA,NA,NA,"07/09/2018 13:00",1536318303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","36 µg/m³","12h","Bona","76 µg/m³",NA,NA,NA,"07/09/2018 13:00",1536318303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","92 µg/m³","12h","Bona","14 µg/m³","13h","Bona","15 µg/m³","07/09/2018 13:00",1536318303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","77 µg/m³","12h","Bona","14 µg/m³","13h","Bona","16 µg/m³","07/09/2018 13:00",1536318303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","59 µg/m³","12h","Bona","9 µg/m³","07/09/2018 13:00",1536318303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","102 µg/m³","12h","Bona","6 µg/m³",NA,NA,NA,"07/09/2018 13:00",1536318303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","25 µg/m³",NA,NA,NA,"07/09/2018 14:00",1536321903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","43 µg/m³","13h","Bona","72 µg/m³","14h","Bona","20 µg/m³","07/09/2018 14:00",1536321903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","Bona","51 µg/m³","13h","Bona","72 µg/m³",NA,NA,NA,"07/09/2018 14:00",1536321903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","64 µg/m³","13h","Bona","36 µg/m³",NA,NA,NA,"07/09/2018 14:00",1536321903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","90 µg/m³","13h","Bona","22 µg/m³","14h","Bona","15 µg/m³","07/09/2018 14:00",1536321903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"13h","Bona","68 µg/m³","13h","Bona","28 µg/m³","14h","Bona","16 µg/m³","07/09/2018 14:00",1536321903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","39 µg/m³","14h","Bona","9 µg/m³","07/09/2018 14:00",1536321903
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","93 µg/m³","13h","Bona","17 µg/m³",NA,NA,NA,"07/09/2018 14:00",1536321903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","22 µg/m³",NA,NA,NA,"07/09/2018 15:00",1536325502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","Bona","59 µg/m³","14h","Bona","74 µg/m³","14h","Bona","21 µg/m³","07/09/2018 15:00",1536325502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","Bona","72 µg/m³","14h","Bona","58 µg/m³",NA,NA,NA,"07/09/2018 15:00",1536325502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"14h","Bona","72 µg/m³","14h","Bona","37 µg/m³",NA,NA,NA,"07/09/2018 15:00",1536325502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"14h","Bona","98 µg/m³","14h","Bona","23 µg/m³","15h","Bona","15 µg/m³","07/09/2018 15:00",1536325502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","85 µg/m³","14h","Bona","18 µg/m³","15h","Bona","16 µg/m³","07/09/2018 15:00",1536325502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","23 µg/m³","15h","Bona","9 µg/m³","07/09/2018 15:00",1536325502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"14h","Bona","99 µg/m³","14h","Bona","19 µg/m³",NA,NA,NA,"07/09/2018 15:00",1536325502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","13 µg/m³",NA,NA,NA,"07/09/2018 16:00",1536329102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","Bona","59 µg/m³","14h","Bona","74 µg/m³","16h","Bona","21 µg/m³","07/09/2018 16:00",1536329102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","Bona","70 µg/m³","15h","Bona","58 µg/m³",NA,NA,NA,"07/09/2018 16:00",1536329102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","52 µg/m³","15h","Bona","60 µg/m³",NA,NA,NA,"07/09/2018 16:00",1536329102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"15h","Bona","108 µg/m³","15h","Bona","13 µg/m³","16h","Bona","15 µg/m³","07/09/2018 16:00",1536329102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"15h","Bona","91 µg/m³","15h","Bona","12 µg/m³","16h","Bona","16 µg/m³","07/09/2018 16:00",1536329102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","21 µg/m³","16h","Bona","9 µg/m³","07/09/2018 16:00",1536329102
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"15h","Regular","112 µg/m³","15h","Bona","10 µg/m³",NA,NA,NA,"07/09/2018 16:00",1536329102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","14 µg/m³",NA,NA,NA,"07/09/2018 17:00",1536332702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","--","--","15h","--","--","17h","Bona","20 µg/m³","07/09/2018 17:00",1536332702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","80 µg/m³","16h","Bona","53 µg/m³",NA,NA,NA,"07/09/2018 17:00",1536332702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","59 µg/m³","16h","Bona","56 µg/m³",NA,NA,NA,"07/09/2018 17:00",1536332702
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"16h","Regular","114 µg/m³","16h","Bona","13 µg/m³","17h","Bona","15 µg/m³","07/09/2018 17:00",1536332702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","91 µg/m³","16h","Bona","16 µg/m³","17h","Bona","16 µg/m³","07/09/2018 17:00",1536332702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","25 µg/m³","17h","Bona","9 µg/m³","07/09/2018 17:00",1536332702
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"16h","Regular","119 µg/m³","16h","Bona","7 µg/m³",NA,NA,NA,"07/09/2018 17:00",1536332702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","13 µg/m³",NA,NA,NA,"07/09/2018 18:00",1536336303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","--","--","15h","--","--","17h","Bona","20 µg/m³","07/09/2018 18:00",1536336303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"17h","Bona","81 µg/m³","17h","Bona","43 µg/m³",NA,NA,NA,"07/09/2018 18:00",1536336303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"17h","Bona","50 µg/m³","17h","Bona","66 µg/m³",NA,NA,NA,"07/09/2018 18:00",1536336303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"17h","Bona","108 µg/m³","17h","Bona","14 µg/m³","17h","Bona","15 µg/m³","07/09/2018 18:00",1536336303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"17h","Bona","89 µg/m³","17h","Bona","14 µg/m³","18h","Bona","16 µg/m³","07/09/2018 18:00",1536336303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","29 µg/m³","18h","Bona","9 µg/m³","07/09/2018 18:00",1536336303
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"17h","Regular","115 µg/m³","17h","Bona","6 µg/m³",NA,NA,NA,"07/09/2018 18:00",1536336303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"18h","Bona","16 µg/m³",NA,NA,NA,"07/09/2018 19:00",1536339903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"18h","Bona","51 µg/m³","18h","Bona","71 µg/m³","19h","Bona","21 µg/m³","07/09/2018 19:00",1536339903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"18h","Bona","76 µg/m³","18h","Bona","41 µg/m³",NA,NA,NA,"07/09/2018 19:00",1536339903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"18h","Bona","45 µg/m³","18h","Bona","64 µg/m³",NA,NA,NA,"07/09/2018 19:00",1536339903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"18h","Bona","105 µg/m³","18h","Bona","14 µg/m³","19h","Bona","16 µg/m³","07/09/2018 19:00",1536339903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"18h","Bona","84 µg/m³","18h","Bona","15 µg/m³","19h","Bona","16 µg/m³","07/09/2018 19:00",1536339903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"18h","Bona","27 µg/m³","19h","Bona","9 µg/m³","07/09/2018 19:00",1536339903
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"18h","Regular","114 µg/m³","18h","Bona","5 µg/m³",NA,NA,NA,"07/09/2018 19:00",1536339903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"19h","Bona","14 µg/m³",NA,NA,NA,"07/09/2018 20:00",1536343503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"19h","Bona","46 µg/m³","19h","Bona","76 µg/m³","20h","Bona","21 µg/m³","07/09/2018 20:00",1536343503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","Bona","64 µg/m³","19h","Bona","56 µg/m³",NA,NA,NA,"07/09/2018 20:00",1536343503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"19h","Bona","59 µg/m³","19h","Bona","50 µg/m³",NA,NA,NA,"07/09/2018 20:00",1536343503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"19h","Bona","97 µg/m³","19h","Bona","14 µg/m³","20h","Bona","16 µg/m³","07/09/2018 20:00",1536343503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"19h","Bona","81 µg/m³","19h","Bona","16 µg/m³","20h","Bona","16 µg/m³","07/09/2018 20:00",1536343503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"19h","Bona","33 µg/m³","20h","Bona","9 µg/m³","07/09/2018 20:00",1536343503
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"19h","Bona","102 µg/m³","19h","Bona","10 µg/m³",NA,NA,NA,"07/09/2018 20:00",1536343503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"20h","Bona","20 µg/m³",NA,NA,NA,"07/09/2018 21:00",1536347102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"20h","Bona","42 µg/m³","20h","Bona","74 µg/m³","20h","Bona","21 µg/m³","07/09/2018 21:00",1536347102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"20h","Bona","65 µg/m³","20h","Bona","48 µg/m³",NA,NA,NA,"07/09/2018 21:00",1536347102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","73 µg/m³","20h","Bona","35 µg/m³",NA,NA,NA,"07/09/2018 21:00",1536347102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","98 µg/m³","20h","Bona","13 µg/m³","20h","Bona","16 µg/m³","07/09/2018 21:00",1536347102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"20h","Bona","80 µg/m³","20h","Bona","16 µg/m³","21h","Bona","16 µg/m³","07/09/2018 21:00",1536347102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"20h","Bona","35 µg/m³","21h","Bona","9 µg/m³","07/09/2018 21:00",1536347102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","99 µg/m³","20h","Bona","11 µg/m³",NA,NA,NA,"07/09/2018 21:00",1536347102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","28 µg/m³",NA,NA,NA,"07/09/2018 22:00",1536350703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"21h","Bona","47 µg/m³","21h","Bona","73 µg/m³","22h","Bona","21 µg/m³","07/09/2018 22:00",1536350703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"21h","Bona","62 µg/m³","21h","Bona","48 µg/m³",NA,NA,NA,"07/09/2018 22:00",1536350703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"21h","Bona","79 µg/m³","21h","Bona","27 µg/m³",NA,NA,NA,"07/09/2018 22:00",1536350703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"21h","Bona","91 µg/m³","21h","Bona","18 µg/m³","22h","Bona","16 µg/m³","07/09/2018 22:00",1536350703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"21h","Bona","75 µg/m³","21h","Bona","20 µg/m³","22h","Bona","16 µg/m³","07/09/2018 22:00",1536350703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","29 µg/m³","22h","Bona","9 µg/m³","07/09/2018 22:00",1536350703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","94 µg/m³","21h","Bona","14 µg/m³",NA,NA,NA,"07/09/2018 22:00",1536350703
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 23:00",1536354303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Bona","21 µg/m³","07/09/2018 23:00",1536354303
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 23:00",1536354303
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 23:00",1536354303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"23h","Bona","16 µg/m³","07/09/2018 23:00",1536354303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"23h","Bona","17 µg/m³","07/09/2018 23:00",1536354303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Bona","9 µg/m³","07/09/2018 23:00",1536354303
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/09/2018 23:00",1536354303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"23h","Bona","20 µg/m³",NA,NA,NA,"08/09/2018 0:00",1536357903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"23h","Bona","38 µg/m³","23h","Bona","66 µg/m³","23h","Bona","21 µg/m³","08/09/2018 0:00",1536357903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"23h","Bona","56 µg/m³","23h","Bona","43 µg/m³",NA,NA,NA,"08/09/2018 0:00",1536357903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"23h","Bona","78 µg/m³","23h","Bona","24 µg/m³",NA,NA,NA,"08/09/2018 0:00",1536357903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"23h","Bona","60 µg/m³","23h","Bona","31 µg/m³","23h","Bona","16 µg/m³","08/09/2018 0:00",1536357903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"23h","Bona","68 µg/m³","23h","Bona","19 µg/m³","23h","Bona","17 µg/m³","08/09/2018 0:00",1536357903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"23h","Bona","39 µg/m³","23h","Bona","9 µg/m³","08/09/2018 0:00",1536357903
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","94 µg/m³","0h","Bona","10 µg/m³",NA,NA,NA,"08/09/2018 0:00",1536357903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","25 µg/m³",NA,NA,NA,"08/09/2018 1:00",1536361503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","Bona","48 µg/m³","0h","Bona","48 µg/m³","1h","Bona","22 µg/m³","08/09/2018 1:00",1536361503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"23h","Bona","56 µg/m³","23h","Bona","43 µg/m³",NA,NA,NA,"08/09/2018 1:00",1536361503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","61 µg/m³","0h","Bona","30 µg/m³",NA,NA,NA,"08/09/2018 1:00",1536361503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","61 µg/m³","0h","Bona","33 µg/m³","1h","Bona","16 µg/m³","08/09/2018 1:00",1536361503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","53 µg/m³","0h","Bona","25 µg/m³","1h","Bona","17 µg/m³","08/09/2018 1:00",1536361503
